618,1094.6,2352.8,728.9,1034.5,1936.9,502.4,1014.7,611.2,733.7,1676.7,1094.1,1499.8,1199.2,613.2,995.8,1190.6,1202.4,1557.4,2078,1039.2,1654.2,1444.9,1663.8
664.1,1093.3,2470.4,827.1,1132.7,2054.5,488.6,1112.9,597.4,831.9,1774.9,1080.3,1598,1297.4,711.4,1094,1288.8,1300.6,1632.5,2195.6,1137.4,1771.8,1443.6,1781.4
219.6,609.7,1986.8,738,1320.1,1570.9,299.7,1356,503.6,409.5,1729.6,1132,1263.4,962.8,954.5,723.4,918.2,886.3,1858,1712,802.8,1288.2,960,1297.8
891.9,498.1,2047.1,1390.4,2065.5,1664.3,931.8,1935.6,966.7,996.8,1882.8,1396.9,1132.8,625,1536,1177,1288.8,840.9,1852,1772.3,659.3,1381.6,459.4,1391.2
2075.6,1766.8,1114.8,1979.2,2675.1,963.2,2115.5,2964.8,2133.5,1831.3,1268.3,2762.7,2377.8,2077.2,2631.6,1645.4,1344.6,1512.3,3168.6,1613.7,1917.2,1362.9,1813.5,1211.8
1139.7,1755,2086.8,821.5,1250.8,1661.3,1398.3,1723.2,1502.6,1225.5,1158,1972,2306.7,2006.1,1390,1135.2,1177.5,1492.7,2248.4,2198.4,1846.1,1747.3,2105.3,1597.5
1574.2,1904.2,3179.2,1623.5,1191.4,2707.7,1475.5,1128.2,1579.8,1768.3,2327.4,1896.3,2309.4,2008.8,1275.6,1925.7,2120.5,2106.9,2026.5,2915.2,1848.8,2491.4,2254.5,2501
1308,1825.8,2091.4,989.8,1153.4,1684,1566.6,1649.9,1670.9,1393.8,1162.6,2140.3,2436.8,2136.2,1528.6,1177.6,1198.5,1513.7,2416.7,2219.4,1976.2,1770,2176.1,1620.2
952,1307.2,2593,1016.5,1017.4,2177.1,878.5,802.2,982.8,1067.7,1799.3,1059.2,1712.4,1411.8,400.7,1318.7,1513.5,1509.9,1344.9,2318.2,1251.8,1894.4,1657.5,1904
1759.1,1450.3,824.3,1484.8,2113.7,654.2,1799,2403.4,1817,1514.8,504.3,2446.2,2061.3,1760.7,2070.2,1328.9,1031.9,1195.8,2852.1,1323.2,1600.7,1046.4,1497,895.3
1989.6,1680.8,502,1893.2,2566.1,393.6,2029.5,2855.8,2047.5,1745.3,1051.3,2676.7,2291.8,1991.2,2522.6,1559.4,1269.9,1426.3,3082.6,1010.3,1831.2,803.8,1738.8,939.1
1097.2,1452.4,2738.2,1161.7,1178.3,2312.7,1023.7,866.9,1128,1212.9,1932.4,709.5,1853.6,1510.7,465.4,1463.9,1658.7,1655.1,1118.1,2463.4,1397,2039.6,1802.7,2049.2
1169.6,1499.6,2774.6,1218.9,801.9,2303.1,1070.9,819.5,1175.2,1363.7,1922.8,1491.7,1904.8,1604.2,909.7,1521.1,1715.9,1702.3,1717.8,2510.6,1444.2,2086.8,1849.9,2096.4
1797.3,1488.5,908.9,1700.9,2420.7,257.8,1837.2,2710.4,1855.2,1553,1252.2,2484.4,2099.5,1798.9,2377.2,1367.1,1151.4,1234,2890.3,859.3,1638.9,512.7,1486.1,746.8
1154.8,1510,2795.8,1219.3,1184.1,2353.9,1081.3,788.1,1185.6,1270.5,1973.6,726.8,1870.9,1528,506.6,1521.5,1716.3,1712.7,1094.1,2521,1454.6,2097.2,1860.3,2106.8
865.8,1226.5,2542.4,1128,1636,2126.5,567.4,1533.7,499.8,1020.2,2120.6,576.8,1566.5,1217.3,1134.1,1334.1,1528.9,1459.3,1302.8,2267.6,1131.8,1843.8,1576.8,1853.4
1250.2,1580.2,2855.2,1299.5,831.7,2383.7,1151.5,804.2,1255.8,1444.3,2003.4,1572.3,1985.4,1684.8,951.6,1601.7,1796.5,1782.9,1702.5,2591.2,1524.8,2167.4,1930.5,2177
674,1166.5,2300.3,575.8,891.7,1884.4,711.5,1100.9,820.3,790,1523.6,1247.3,1586,1285.4,699.4,878,1072.8,1258.7,1643.6,2025.5,1125.4,1601.7,1516.8,1611.3
2074.3,1773.7,1176.6,1739.2,2368.1,1006.5,2122.4,2657.8,2140.4,1838.2,837.9,2769.6,2384.7,2084.1,2324.6,1652.3,1384.2,1519.2,3175.5,1675.5,1924.1,1369.8,1820.4,1218.7
1860,2190,3465,1909.3,1487.4,2993.5,1761.3,916.5,1865.6,2054.1,2613.2,1927.5,2595.2,2294.6,1220.7,2211.5,2406.3,2392.7,1958.8,3201,2134.6,2777.2,2540.3,2786.8
1574,1904,3179,1623.3,1201.4,2707.5,1475.3,630.5,1579.6,1768.1,2327.2,1641.5,2309.2,2008.6,934.7,1925.5,2120.3,2106.7,1672.8,2915,1848.6,2491.2,2254.3,2500.8
1609.4,1939.4,3214.4,1658.7,1226.6,2742.9,1510.7,1163.4,1615,1803.5,2362.6,1931.5,2344.6,2044,1310.8,1960.9,2155.7,2142.1,2061.7,2950.4,1884,2526.6,2289.7,2536.2
1679.5,1665.3,2951.1,1795.3,1743.8,2535.2,1381.1,1321.4,1286,1833.9,2566,547.9,1592.6,1249.7,1099,2047.9,2159.7,1868,717.9,2676.3,1344.3,2252.5,1839.7,2262.1
1442,1417,2702.8,1704.2,1879.5,2286.9,1143.6,1457.1,1048.5,1596.4,2505.4,592.1,1344.3,1001.4,1241.3,1799.6,1911.4,1619.7,747.9,2428,1051.5,2004.2,1591.4,2013.8
1478.1,1337.1,2622.9,1969.6,2397.6,2207,1280.5,1975.2,1070.5,1639.7,2425.5,1058.8,1042.4,913.7,1759.4,1719.7,1831.5,1539.8,1239.5,2348.1,971.6,1924.3,1511.5,1933.9
